timestamp	commit	strategy	status	full_return_pct	avg_outperformance	avg_trades_yr	avg_win_rate	avg_sharpe	worst_maxdd	description
2026-04-05 18:49:42	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	898.79	1.731	10.25	0.7041	1.2269	-28.64	return=+898.8% | avg_outperf=1.73x | trades/yr=10.2 | win=70.4% | sharpe=1.23 | maxDD=-28.6%
2026-04-05 18:51:25	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	442.15	1.4837	32.62	0.617	1.2966	-18.47	return=+442.2% | avg_outperf=1.48x | trades/yr=32.6 | win=61.7% | sharpe=1.30 | maxDD=-18.5%
2026-04-05 18:53:23	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	851.04	1.6659	19.33	0.7044	1.3233	-26.34	return=+851.0% | avg_outperf=1.67x | trades/yr=19.3 | win=70.4% | sharpe=1.32 | maxDD=-26.3%
2026-04-05 18:55:29	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1094.12	2.1161	17.65	0.7516	1.428	-23.68	return=+1094.1% | avg_outperf=2.12x | trades/yr=17.6 | win=75.2% | sharpe=1.43 | maxDD=-23.7%
2026-04-05 18:55:48	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1110.71	2.1263	17.7	0.7525	1.4325	-23.68	return=+1110.7% | avg_outperf=2.13x | trades/yr=17.7 | win=75.2% | sharpe=1.43 | maxDD=-23.7%
2026-04-05 18:56:40	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	904.76	1.5247	18.75	0.714	1.2762	-28.56	return=+904.8% | avg_outperf=1.52x | trades/yr=18.7 | win=71.4% | sharpe=1.28 | maxDD=-28.6%
2026-04-05 18:57:27	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1089.25	2.0121	19.72	0.7134	1.4347	-23.68	return=+1089.2% | avg_outperf=2.01x | trades/yr=19.7 | win=71.3% | sharpe=1.43 | maxDD=-23.7%
2026-04-05 18:57:50	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1107.78	2.0313	19.87	0.7154	1.451	-23.68	return=+1107.8% | avg_outperf=2.03x | trades/yr=19.9 | win=71.5% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 18:58:09	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1084.97	2.0076	19.87	0.7154	1.4345	-23.68	return=+1085.0% | avg_outperf=2.01x | trades/yr=19.9 | win=71.5% | sharpe=1.43 | maxDD=-23.7%
2026-04-05 18:58:23	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1107.78	2.0313	19.87	0.7154	1.451	-23.68	return=+1107.8% | avg_outperf=2.03x | trades/yr=19.9 | win=71.5% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 18:58:54	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1086.87	2.0072	19.92	0.7132	1.4405	-23.68	return=+1086.9% | avg_outperf=2.01x | trades/yr=19.9 | win=71.3% | sharpe=1.44 | maxDD=-23.7%
2026-04-05 18:59:07	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1085.13	2.0033	19.72	0.7134	1.4329	-24.06	return=+1085.1% | avg_outperf=2.00x | trades/yr=19.7 | win=71.3% | sharpe=1.43 | maxDD=-24.1%
2026-04-05 18:59:42	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	897.86	1.5173	18.9	0.7156	1.2705	-28.56	return=+897.9% | avg_outperf=1.52x | trades/yr=18.9 | win=71.6% | sharpe=1.27 | maxDD=-28.6%
2026-04-05 19:00:06	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1105.2	2.0259	19.98	0.7138	1.4498	-23.68	return=+1105.2% | avg_outperf=2.03x | trades/yr=20.0 | win=71.4% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 19:00:59	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1107.78	2.0313	19.87	0.7154	1.451	-23.68	return=+1107.8% | avg_outperf=2.03x | trades/yr=19.9 | win=71.5% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 19:01:13	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1108.59	2.0318	19.87	0.7154	1.4512	-23.68	return=+1108.6% | avg_outperf=2.03x | trades/yr=19.9 | win=71.5% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 23:20:15	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1113.54	2.021	20.13	0.7141	1.4614	-23.68	return=+1113.5% | avg_outperf=2.02x | trades/yr=20.1 | win=71.4% | sharpe=1.46 | maxDD=-23.7%
2026-04-05 23:22:28	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1059.41	1.9398	20.35	0.7064	1.4384	-23.68	return=+1059.4% | avg_outperf=1.94x | trades/yr=20.4 | win=70.6% | sharpe=1.44 | maxDD=-23.7%
2026-04-05 23:22:56	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1113.54	2.021	20.13	0.7141	1.4614	-23.68	return=+1113.5% | avg_outperf=2.02x | trades/yr=20.1 | win=71.4% | sharpe=1.46 | maxDD=-23.7%
2026-04-05 23:24:22	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1064.54	1.9906	19.93	0.7136	1.448	-23.68	return=+1064.5% | avg_outperf=1.99x | trades/yr=19.9 | win=71.4% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 23:24:44	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1065.22	1.9526	20.5	0.7062	1.4474	-23.68	return=+1065.2% | avg_outperf=1.95x | trades/yr=20.5 | win=70.6% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 23:25:14	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1099.75	2.0346	19.92	0.7105	1.4518	-23.68	return=+1099.7% | avg_outperf=2.03x | trades/yr=19.9 | win=71.1% | sharpe=1.45 | maxDD=-23.7%
2026-04-05 23:25:25	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1053.83	1.959	20.23	0.7152	1.4342	-23.68	return=+1053.8% | avg_outperf=1.96x | trades/yr=20.2 | win=71.5% | sharpe=1.43 | maxDD=-23.7%
2026-04-05 23:26:22	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1203.78	2.1928	19.78	0.719	1.5069	-23.68	return=+1203.8% | avg_outperf=2.19x | trades/yr=19.8 | win=71.9% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:26:47	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1127.39	2.0417	20.13	0.7141	1.4756	-23.68	return=+1127.4% | avg_outperf=2.04x | trades/yr=20.1 | win=71.4% | sharpe=1.48 | maxDD=-23.7%
2026-04-05 23:27:05	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1127.39	2.0417	20.13	0.7141	1.4756	-23.68	return=+1127.4% | avg_outperf=2.04x | trades/yr=20.1 | win=71.4% | sharpe=1.48 | maxDD=-23.7%
2026-04-05 23:28:54	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1184.31	2.1274	20.27	0.7218	1.482	-23.68	return=+1184.3% | avg_outperf=2.13x | trades/yr=20.3 | win=72.2% | sharpe=1.48 | maxDD=-23.7%
2026-04-05 23:29:47	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1278.52	2.3025	19.42	0.7323	1.5134	-23.68	return=+1278.5% | avg_outperf=2.30x | trades/yr=19.4 | win=73.2% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:30:00	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1206.78	2.1831	19.8	0.7259	1.4904	-23.68	return=+1206.8% | avg_outperf=2.18x | trades/yr=19.8 | win=72.6% | sharpe=1.49 | maxDD=-23.7%
2026-04-05 23:31:05	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1217.68	2.1404	20.47	0.7211	1.5057	-23.68	return=+1217.7% | avg_outperf=2.14x | trades/yr=20.5 | win=72.1% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:31:29	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1230.08	2.1819	20.15	0.7332	1.5137	-23.68	return=+1230.1% | avg_outperf=2.18x | trades/yr=20.2 | win=73.3% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:31:46	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1211.67	2.1455	20.45	0.716	1.4956	-23.68	return=+1211.7% | avg_outperf=2.15x | trades/yr=20.4 | win=71.6% | sharpe=1.50 | maxDD=-23.7%
2026-04-05 23:33:35	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1218.66	2.1067	20.75	0.7151	1.5001	-23.68	return=+1218.7% | avg_outperf=2.11x | trades/yr=20.8 | win=71.5% | sharpe=1.50 | maxDD=-23.7%
2026-04-05 23:34:12	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1243.11	2.1272	20.4	0.7182	1.5104	-23.68	return=+1243.1% | avg_outperf=2.13x | trades/yr=20.4 | win=71.8% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:35:09	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1236.57	2.1342	20.35	0.7206	1.5098	-23.68	return=+1236.6% | avg_outperf=2.13x | trades/yr=20.4 | win=72.1% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:35:38	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1161.46	2.0412	20.54	0.7068	1.4753	-23.68	return=+1161.5% | avg_outperf=2.04x | trades/yr=20.5 | win=70.7% | sharpe=1.48 | maxDD=-23.7%
2026-04-05 23:36:11	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1243.11	2.1272	20.4	0.7182	1.5104	-23.68	return=+1243.1% | avg_outperf=2.13x | trades/yr=20.4 | win=71.8% | sharpe=1.51 | maxDD=-23.7%
2026-04-05 23:37:29	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1190.57	2.0801	20.47	0.7095	1.478	-23.68	return=+1190.6% | avg_outperf=2.08x | trades/yr=20.5 | win=71.0% | sharpe=1.48 | maxDD=-23.7%
2026-04-05 23:41:20	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1273.99	2.159	20.35	0.7175	1.5273	-23.68	return=+1274.0% | avg_outperf=2.16x | trades/yr=20.4 | win=71.8% | sharpe=1.53 | maxDD=-23.7%
2026-04-05 23:42:26	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1259.68	2.1496	20.4	0.7182	1.5247	-23.68	return=+1259.7% | avg_outperf=2.15x | trades/yr=20.4 | win=71.8% | sharpe=1.52 | maxDD=-23.7%
2026-04-05 23:43:03	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1255.27	2.1507	20.64	0.7166	1.5156	-23.68	return=+1255.3% | avg_outperf=2.15x | trades/yr=20.6 | win=71.7% | sharpe=1.52 | maxDD=-23.7%
2026-04-05 23:46:24	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1211.95	2.1139	20.24	0.7207	1.491	-23.68	return=+1212.0% | avg_outperf=2.11x | trades/yr=20.2 | win=72.1% | sharpe=1.49 | maxDD=-23.7%
2026-04-05 23:46:42	4df47f0	autoresearch.experimental_strategy.ExperimentalStrategy	discard	1236.57	2.1342	20.35	0.7206	1.5098	-23.68	return=+1236.6% | avg_outperf=2.13x | trades/yr=20.4 | win=72.1% | sharpe=1.51 | maxDD=-23.7%
